Age,Partners,Single,Children,Basic,Graduation,AdvanceEducation,Income,TotalSpendings,PlaceSpendings,WebEnrollment,MonthEnrollment,Accepting_Cmps,Recency,Complain,Response
60,1,0,2,0,1,0,50437.0,490,19,7,123,0,28,0,0
41,0,1,1,0,0,1,23616.0,79,8,8,122,0,76,0,1
47,1,0,1,0,1,0,53858.0,915,17,4,124,0,50,0,0
68,1,0,1,0,0,1,66465.0,1485,35,6,118,1,1,0,0
36,0,1,1,0,1,0,46923.0,369,16,7,125,0,90,0,0
61,1,0,1,0,1,0,75072.0,1073,19,3,120,0,83,0,0
80,1,0,0,0,0,1,75865.0,1242,19,1,106,0,73,0,0
48,1,0,1,0,0,1,19789.0,78,9,5,110,1,24,0,0
29,1,0,0,0,1,0,80134.0,1378,21,5,107,4,11,0,0
42,0,1,0,0,1,0,91065.0,1474,26,3,119,2,33,0,1
52,1,0,2,0,0,1,49505.0,751,29,8,116,0,4,0,0
50,1,0,1,0,0,1,37401.0,48,7,7,103,0,14,0,0
40,1,0,1,0,1,0,30096.0,45,6,6,104,0,30,0,0
41,1,0,1,0,0,1,18492.0,10,4,8,104,0,75,0,0
49,1,0,0,0,0,1,82584.0,1435,16,1,117,2,26,0,1
82,1,0,0,0,0,1,93027.0,2119,22,2,117,1,77,0,0
70,1,0,3,0,1,0,48686.0,20,4,8,117,0,8,0,0
37,1,0,0,0,1,0,92910.0,1795,27,1,105,3,42,0,0
34,1,0,1,0,1,0,75433.0,1188,19,6,104,2,28,0,0
34,1,0,1,0,0,1,10404.0,43,7,5,105,0,52,0,0
55,1,0,1,0,1,0,61314.0,1008,24,3,117,0,1,0,0
62,0,1,0,0,0,1,84865.0,1688,16,4,112,4,1,0,1
34,1,0,1,0,1,0,42387.0,684,21,8,123,0,42,0,0
56,1,0,2,0,0,1,67309.0,1082,39,7,120,0,76,0,0
59,1,0,1,0,1,0,75236.0,1068,25,4,110,0,27,0,0
53,0,1,1,0,1,0,30015.0,57,7,5,107,0,28,0,0
67,1,0,1,0,0,1,50943.0,46,5,5,115,0,49,0,0
57,0,1,1,0,1,0,67272.0,733,23,5,109,0,12,0,0
74,0,1,1,0,0,1,51529.0,467,17,8,114,0,14,0,0
52,1,0,1,0,0,1,32011.0,122,10,7,113,0,89,0,0
37,1,0,1,0,0,1,7500.0,36,7,8,114,0,96,0,0
34,1,0,1,0,1,0,28691.0,34,5,8,117,0,56,0,0
75,1,0,1,0,0,1,56223.0,156,10,4,109,0,72,0,0
77,1,0,0,0,1,0,18100.0,14,4,5,115,0,14,0,0
34,0,1,1,0,1,0,30279.0,37,5,8,121,0,13,0,0
49,1,0,0,0,0,1,20130.0,34,5,8,106,0,99,0,0
64,0,1,0,0,1,0,23295.0,20,4,8,114,0,72,0,0
51,0,1,1,0,0,1,42618.0,192,11,8,112,0,92,0,0
59,0,1,0,0,1,0,81246.0,1379,17,1,109,2,87,0,0
47,1,0,1,0,1,0,24027.0,48,7,8,112,0,7,0,0
70,1,0,1,0,0,1,55707.0,428,16,3,109,0,91,0,0
68,0,1,1,0,1,0,57959.0,868,27,3,119,0,71,0,0
54,1,0,1,0,1,0,56796.0,1001,27,7,119,0,24,0,0
52,0,1,1,0,0,1,36230.0,59,7,5,111,0,17,0,0
43,1,0,2,0,0,1,70829.0,431,16,3,120,0,87,0,0
47,1,0,1,0,1,0,65991.0,971,27,7,126,0,21,0,0
51,1,0,3,0,1,0,38988.0,348,19,8,125,0,90,0,0
57,0,1,0,0,0,1,89572.0,2059,24,4,124,2,44,0,1
39,1,0,1,0,0,1,42207.0,265,14,6,120,1,71,0,1
71,1,0,1,0,1,0,50300.0,270,13,2,104,0,52,0,0
41,1,0,0,0,0,1,66664.0,1289,19,3,124,0,78,0,0
59,1,0,1,0,1,0,60597.0,893,16,7,108,1,2,0,1
74,0,1,0,0,1,0,70165.0,926,22,1,112,0,60,0,0
65,0,1,1,0,0,1,50520.0,135,9,6,108,0,25,0,0
60,1,0,0,0,1,0,80124.0,1495,19,1,103,1,47,0,0
48,1,0,1,0,1,0,33183.0,120,9,7,107,0,46,0,0
54,0,1,0,0,0,1,66582.0,1288,20,1,106,0,83,0,0
68,1,0,0,0,0,1,75261.0,1743,17,2,117,2,17,0,1
53,0,1,1,0,1,0,31880.0,15,4,8,123,0,13,0,0
72,1,0,2,0,1,0,53790.0,542,20,6,103,0,86,0,0
52,1,0,1,0,0,1,49269.0,890,25,7,125,0,92,0,0
48,1,0,1,0,1,0,61456.0,1388,33,4,118,0,47,0,0
43,1,0,1,0,1,0,37406.0,17,4,8,111,0,18,0,1
42,1,0,1,0,0,1,56937.0,906,30,6,129,1,81,0,1
45,1,0,2,0,1,0,38415.0,44,6,7,119,0,91,0,0
35,0,1,1,0,1,0,20518.0,25,5,5,104,0,58,0,0
67,1,0,1,0,1,0,62503.0,973,26,5,119,0,40,0,0
51,0,1,2,0,0,1,41644.0,31,6,3,100,0,67,0,0
46,1,0,1,0,0,1,55842.0,518,17,5,104,0,19,0,0
51,1,0,1,0,0,1,62010.0,530,19,5,123,0,93,0,0
46,1,0,1,0,1,0,41124.0,506,21,8,123,0,41,0,0
50,1,0,1,0,0,1,38961.0,70,6,7,109,0,60,0,0
51,0,1,1,0,0,1,37760.0,54,6,6,110,0,54,0,0
49,0,1,1,0,1,0,32233.0,296,12,9,125,1,26,0,1
48,1,0,1,0,1,0,43057.0,266,15,5,111,0,30,0,0
63,1,0,0,0,0,1,83151.0,747,19,3,123,0,93,0,0
59,0,1,0,0,0,1,78825.0,895,29,3,124,0,35,0,1
47,1,0,1,0,0,1,65104.0,1053,17,7,110,0,4,0,0
49,1,0,1,0,1,0,60093.0,735,21,6,115,0,92,0,0
54,1,0,1,0,1,0,14045.0,20,5,7,108,0,24,0,0
71,0,1,0,0,0,1,28457.0,205,10,8,123,0,96,0,0
65,1,0,1,0,0,1,78952.0,2092,21,6,124,0,11,0,0
47,0,1,1,0,1,0,46310.0,309,14,8,130,0,99,0,0
68,1,0,0,0,1,0,76005.0,1722,22,6,119,1,72,0,0
59,0,1,1,0,0,1,58308.0,900,15,8,109,0,77,0,0
79,0,1,0,0,0,1,55614.0,682,20,7,110,1,85,0,0
61,0,1,1,0,0,1,59432.0,663,22,5,117,0,88,0,0
45,0,1,1,0,1,0,55563.0,43,6,3,104,0,22,0,0
52,1,0,1,0,0,1,78642.0,1816,18,6,117,0,83,0,0
74,1,0,1,0,0,1,67911.0,976,27,3,104,0,63,0,0
79,1,0,0,0,1,0,65275.0,746,21,2,118,0,9,0,0
73,1,0,2,0,1,0,27203.0,64,6,8,127,0,92,0,0
62,1,0,1,0,0,1,48330.0,32,5,5,110,0,2,0,0
33,1,0,0,1,0,0,24279.0,263,9,8,121,0,6,0,0
38,1,0,1,0,0,1,64355.0,1445,21,8,125,0,66,0,0
67,1,0,1,0,0,1,50943.0,46,5,5,115,0,49,0,0
70,0,1,0,0,1,0,53653.0,1210,28,6,126,0,29,0,0
47,1,0,1,0,1,0,65665.0,945,24,3,119,0,77,0,0
34,0,1,0,0,1,0,81217.0,1157,22,1,114,0,77,0,0
31,1,0,0,0,1,0,34935.0,137,8,7,115,0,71,0,0
64,0,1,1,0,1,0,61250.0,730,25,5,121,0,49,0,0
42,1,0,1,0,0,1,39665.0,216,12,7,116,1,97,0,0
44,0,1,1,0,1,0,60152.0,943,23,3,118,0,6,0,0
59,1,0,2,0,1,0,48920.0,347,16,7,111,1,93,0,0
64,1,0,0,0,0,1,89120.0,1924,19,1,106,1,78,0,0
77,1,0,1,0,0,1,44124.0,397,17,8,110,0,62,0,0
48,0,1,0,0,0,1,81169.0,2089,22,2,117,0,47,0,0
62,1,0,2,0,1,0,36443.0,138,11,8,118,0,9,0,0
33,0,1,1,0,1,0,26095.0,42,5,7,115,0,77,0,0
64,1,0,0,0,1,0,71367.0,777,17,2,113,0,24,0,0
79,1,0,0,0,0,1,80184.0,1902,20,3,108,2,19,0,0
58,0,1,2,0,1,0,30630.0,52,7,7,108,0,67,0,0
36,0,1,0,0,0,1,73454.0,1651,13,5,108,1,95,0,0
32,1,0,0,0,1,0,42691.0,358,13,5,113,0,48,0,0
70,1,0,0,0,1,0,70503.0,1727,16,6,124,2,73,0,0
36,1,0,1,0,1,0,25545.0,210,10,6,125,0,35,0,1
37,1,0,1,0,1,0,32880.0,42,5,8,129,0,76,0,0
65,1,0,0,0,0,1,77863.0,1291,20,2,110,0,20,0,0
46,1,0,0,0,0,1,50353.0,442,15,3,101,0,72,0,0
59,0,1,0,0,1,0,61839.0,1895,17,8,121,0,20,0,0
63,1,0,2,0,0,1,49154.0,411,19,6,118,0,69,0,0
48,0,1,1,0,0,1,47682.0,521,19,5,119,0,80,0,0
54,0,1,1,0,1,0,72679.0,1168,17,1,112,0,65,0,0
46,1,0,2,0,0,1,57954.0,493,23,7,103,1,52,0,0
61,1,0,2,0,1,0,65316.0,260,12,4,117,0,65,0,0
41,0,1,1,0,1,0,28567.0,46,7,6,115,0,57,0,0
72,1,0,1,0,0,1,47352.0,319,16,7,110,0,70,0,0
56,1,0,1,0,1,0,44931.0,96,7,5,108,0,0,0,0
56,0,1,0,0,1,0,76982.0,1062,16,4,107,1,19,0,1
71,1,0,1,0,0,1,57247.0,232,12,2,113,0,50,0,0
42,0,1,1,0,0,1,22944.0,76,9,7,109,0,67,0,0
46,1,0,1,0,0,1,25315.0,54,9,8,114,0,46,0,0
54,0,1,1,0,1,0,43638.0,201,11,7,127,0,37,0,0
39,0,1,1,0,0,1,42710.0,406,14,6,122,0,38,0,0
41,1,0,0,0,0,1,84169.0,1919,20,3,114,2,9,0,1
47,1,0,1,0,1,0,54058.0,662,20,3,117,0,56,0,0
33,1,0,1,0,0,1,24683.0,41,8,5,101,0,98,0,0
59,0,1,0,0,1,0,85620.0,1600,14,1,102,0,68,0,1
43,1,0,1,0,1,0,47850.0,134,8,6,118,0,72,0,0
55,1,0,2,0,1,0,19514.0,69,10,8,108,1,47,0,1
50,1,0,2,0,0,1,27159.0,21,6,6,106,0,33,0,0
60,0,1,2,0,0,1,39548.0,54,7,3,106,0,87,0,0
34,0,1,1,0,1,0,21474.0,91,8,7,101,1,0,0,1
52,0,1,1,0,0,1,60504.0,526,18,6,102,0,73,0,0
60,1,0,0,0,1,0,22419.0,162,8,8,117,0,74,0,0
74,1,0,0,0,0,1,81698.0,1008,25,1,115,0,4,0,1
71,1,0,2,0,1,0,43462.0,240,16,8,121,0,50,0,0
45,0,1,1,0,0,1,54880.0,795,21,5,120,0,57,0,0
41,1,0,0,0,1,0,79908.0,1772,19,2,116,1,30,0,0
53,1,0,0,0,0,1,15315.0,64,8,5,118,0,27,0,0
64,1,0,1,0,1,0,87771.0,1957,20,6,116,4,61,0,1
45,1,0,1,0,1,0,33039.0,78,7,5,112,0,4,0,0
43,0,1,0,0,1,0,81741.0,1572,19,2,115,0,75,0,0
52,1,0,1,0,0,1,71499.0,795,26,4,115,0,12,0,0
53,1,0,1,0,0,1,62466.0,889,26,4,108,0,13,0,0
60,0,1,1,0,0,1,48799.0,331,15,3,116,0,9,0,0
73,1,0,1,0,0,1,52157.0,265,12,4,102,0,48,0,0
61,0,1,1,0,1,0,66565.0,1065,19,8,128,0,80,0,0
72,1,0,2,0,0,1,29298.0,11,4,5,114,0,60,0,0
44,0,1,1,0,1,0,47691.0,21,4,6,116,0,43,0,0
53,1,0,2,0,1,0,38200.0,17,4,7,126,0,19,0,0
49,1,0,1,0,1,0,44989.0,369,16,6,121,0,26,0,0
55,1,0,2,0,0,1,38443.0,38,6,7,108,0,58,0,0
45,0,1,1,0,0,1,38593.0,177,11,8,112,0,42,0,0
53,1,0,1,0,0,1,64413.0,279,12,5,120,0,27,0,0
42,1,0,1,0,0,1,36959.0,62,7,8,119,0,56,0,0
46,1,0,1,0,0,1,61996.0,1230,21,5,120,3,27,0,1
55,1,0,2,0,1,0,51287.0,182,11,7,108,0,10,0,0
53,1,0,2,0,1,0,13260.0,49,10,8,113,0,48,0,0
57,1,0,2,0,0,1,47472.0,75,8,5,112,0,39,0,0
67,1,0,2,0,0,1,54603.0,227,16,7,112,0,85,0,0
49,1,0,2,0,0,1,45207.0,215,15,6,123,1,64,0,0
72,1,0,1,0,1,0,40689.0,444,20,8,118,0,69,0,0
56,1,0,2,0,0,1,47821.0,47,5,8,111,0,54,0,0
72,1,0,0,0,0,1,27450.0,143,7,7,117,0,57,0,0
40,1,0,1,0,1,0,39453.0,55,7,6,106,0,64,0,0
52,1,0,2,0,0,1,26850.0,63,11,4,105,0,10,0,0
68,0,1,0,0,1,0,79800.0,1867,22,3,124,3,65,0,1
62,1,0,1,0,0,1,61794.0,611,20,2,112,0,74,0,0
68,1,0,1,0,1,0,53863.0,473,18,7,104,1,4,0,0
64,1,0,0,0,1,0,24221.0,55,6,4,113,0,94,0,0
39,0,1,1,0,0,1,39684.0,81,7,7,121,0,41,1,1
48,1,0,0,0,0,1,92163.0,2086,21,2,121,2,25,0,1
58,0,1,0,0,0,1,69882.0,1478,20,1,111,0,94,0,0
46,1,0,1,0,1,0,33178.0,49,5,4,108,0,9,0,0
51,1,0,0,0,0,1,59973.0,382,15,1,110,0,47,0,0
48,1,0,1,0,0,1,17459.0,69,9,7,112,0,12,0,1
54,0,1,1,0,1,0,23910.0,67,6,7,123,0,80,0,0
54,1,0,2,0,0,1,42169.0,30,6,8,111,0,20,0,0
45,1,0,1,0,0,1,26224.0,63,9,6,117,0,39,0,0
42,1,0,1,0,1,0,31089.0,79,10,8,125,0,57,0,0
62,0,1,1,0,1,0,30081.0,42,5,7,119,0,27,0,0
63,1,0,1,0,1,0,62807.0,819,23,5,125,0,83,0,0
68,0,1,0,0,1,0,72906.0,1151,17,1,112,0,79,0,0
75,1,0,2,0,0,1,61467.0,594,20,5,124,0,69,0,0
57,1,0,2,0,0,1,49618.0,129,11,7,120,0,77,0,0
37,0,1,1,0,0,1,21888.0,213,12,10,121,0,15,0,1
50,0,1,1,0,1,0,42429.0,67,7,5,98,0,99,0,0
67,0,1,3,0,1,0,26150.0,28,5,7,110,0,61,0,0
48,1,0,1,1,0,0,30801.0,45,6,7,123,0,23,0,0
58,1,0,0,0,1,0,81168.0,1193,18,3,102,1,84,0,0
54,0,1,0,0,0,1,26877.0,268,12,6,113,0,74,0,0
79,0,1,0,0,0,1,45006.0,266,12,3,114,0,90,0,0
50,1,0,1,1,0,0,18978.0,37,5,8,122,0,41,0,0
56,1,0,3,0,1,0,22574.0,37,7,7,111,0,28,0,0
54,0,1,0,0,0,1,48240.0,882,25,5,124,0,73,0,1
49,1,0,2,0,1,0,45837.0,373,18,7,114,0,88,0,0
58,0,1,3,0,0,1,35791.0,35,6,8,115,0,94,0,0
45,0,1,2,0,1,0,54162.0,42,5,4,118,0,31,0,0
63,1,0,1,0,0,1,30522.0,326,17,2,125,0,6,0,0
62,1,0,1,0,0,1,54456.0,404,17,6,110,0,23,0,0
52,0,1,0,0,1,0,31632.0,95,6,7,114,0,92,0,0
74,0,1,0,0,1,0,72298.0,939,14,1,99,2,52,0,0
45,0,1,1,0,0,1,36975.0,33,5,7,109,0,50,0,0
68,1,0,0,0,0,1,72635.0,981,21,3,118,1,54,0,0
47,1,0,1,0,1,0,13624.0,36,7,6,120,0,93,0,0
48,0,1,1,0,1,0,84196.0,1237,20,3,118,0,56,0,0
63,1,0,1,0,1,0,70971.0,1825,34,7,124,0,28,0,1
46,0,1,2,0,0,1,34487.0,103,9,9,127,0,94,0,0
46,0,1,1,0,1,0,28769.0,191,12,9,121,0,76,0,0
53,1,0,1,0,0,1,69084.0,1586,25,8,110,0,43,0,0
65,1,0,0,0,0,1,65488.0,963,14,1,103,0,46,0,0
53,1,0,1,0,0,1,62466.0,889,26,4,108,0,13,0,0
63,0,1,0,0,0,1,32218.0,93,7,7,107,1,27,0,1
50,0,1,0,0,1,0,83917.0,1587,21,3,117,0,12,0,1
61,0,1,3,0,1,0,46102.0,16,4,7,99,0,3,0,0
71,0,1,0,0,1,0,84574.0,1375,32,5,117,0,72,0,0
61,1,0,1,0,1,0,56181.0,393,14,4,113,0,6,0,0
73,0,1,1,0,0,1,63120.0,1477,26,7,124,0,53,0,1
52,1,0,1,0,1,0,73691.0,1179,18,2,115,1,58,0,0
63,1,0,1,0,1,0,63381.0,1005,26,2,128,0,78,0,0
75,1,0,0,0,0,1,76140.0,1348,21,2,104,0,57,0,0
64,0,1,1,0,0,1,62859.0,1307,23,6,121,0,37,0,0
59,0,1,1,0,1,0,45906.0,486,15,5,114,1,20,0,0
76,1,0,0,0,0,1,77632.0,2252,13,2,111,2,73,0,1
52,1,0,2,0,0,1,46463.0,235,17,6,113,0,56,0,0
53,1,0,0,0,1,0,105471.0,1724,30,3,120,2,36,0,1
53,0,1,1,0,0,1,55282.0,235,11,4,109,0,9,0,0
46,1,0,1,0,0,1,78710.0,1092,28,4,104,0,42,0,0
65,1,0,1,0,1,0,66886.0,599,17,5,112,0,28,0,0
63,0,1,0,0,0,1,98777.0,2008,19,1,107,1,23,0,0
38,1,0,1,0,1,0,29103.0,48,6,9,125,0,38,0,0
49,1,0,1,0,1,0,67445.0,1174,32,6,121,0,63,0,0
73,1,0,1,0,0,1,50616.0,67,7,2,105,0,71,0,0
68,0,1,1,0,1,0,49431.0,365,15,8,130,0,9,0,0
70,1,0,1,0,1,0,61278.0,165,10,6,105,0,87,0,0
65,1,0,0,0,0,1,26490.0,210,11,6,124,0,92,0,0
76,1,0,1,0,0,1,73059.0,1095,26,4,113,0,36,0,0
57,0,1,3,0,0,1,46734.0,223,12,6,111,1,86,0,0
60,1,0,1,0,1,0,56253.0,597,22,6,126,0,83,0,0
38,1,0,1,0,1,0,19986.0,22,4,7,110,0,74,0,0
48,0,1,1,0,1,0,58330.0,1064,24,4,109,0,87,0,0
43,1,0,0,1,0,0,25965.0,74,6,8,126,0,29,0,0
67,1,0,0,0,0,1,14661.0,26,5,6,120,0,88,0,0
64,1,0,0,0,1,0,18690.0,60,5,8,121,0,77,0,0
49,1,0,1,0,0,1,45068.0,20,4,7,116,0,25,0,0
36,0,1,1,1,0,0,21063.0,59,7,6,112,0,34,0,0
55,1,0,1,0,0,1,29187.0,34,5,8,112,0,43,0,0
52,1,0,2,0,0,1,54690.0,198,12,3,114,0,76,0,0
59,1,0,1,0,0,1,59304.0,1048,28,5,114,0,81,0,0
61,0,1,2,0,0,1,59247.0,574,21,6,113,0,87,0,0
53,0,1,1,0,1,0,66731.0,1029,17,3,121,0,33,0,0
43,1,0,1,0,1,0,77353.0,670,20,4,109,0,38,0,0
48,0,1,1,0,0,1,52614.0,990,16,8,132,0,63,0,0
49,1,0,2,0,1,0,26751.0,11,4,8,104,0,26,0,0
60,1,0,1,0,0,1,81300.0,1241,21,5,123,1,17,0,1
44,0,1,0,0,1,0,70337.0,576,17,1,107,0,75,0,0
38,1,0,1,0,0,1,36145.0,172,12,9,115,1,13,0,1
43,0,1,0,0,0,1,65295.0,664,20,2,109,0,19,0,0
60,0,1,1,0,1,0,68118.0,928,23,6,111,0,51,0,0
56,0,1,0,0,1,0,68743.0,2074,30,7,125,0,81,0,0
41,1,0,0,0,0,1,41039.0,467,15,8,114,0,32,0,0
68,1,0,1,0,1,0,38946.0,257,12,5,111,0,84,0,0
56,1,0,0,0,1,0,65777.0,1146,17,1,109,0,87,0,0
47,0,1,1,0,0,1,66476.0,689,20,4,114,0,99,0,0
51,0,1,0,0,0,1,86857.0,2114,22,2,121,0,96,0,1
34,1,0,0,0,0,1,77845.0,1346,21,1,104,2,40,0,0
54,1,0,0,0,0,1,69476.0,1044,15,2,112,0,3,0,0
63,0,1,1,0,0,1,50611.0,493,22,6,129,1,98,0,1
53,0,1,0,0,1,0,61209.0,957,13,2,113,0,73,0,0
65,1,0,1,0,0,1,42315.0,270,12,3,109,0,90,0,0
71,1,0,0,1,0,0,13084.0,29,5,6,119,0,29,0,0
74,0,1,2,0,0,1,47570.0,121,9,7,116,0,3,0,1
62,1,0,2,0,0,1,61923.0,126,8,3,114,0,94,0,0
28,0,1,0,0,1,0,34824.0,23,4,6,106,0,65,0,0
74,0,1,2,0,0,1,26518.0,57,8,8,113,0,33,0,1
62,0,1,0,0,1,0,45938.0,636,20,6,118,0,46,0,0
63,1,0,0,0,1,0,78468.0,1004,28,4,100,1,29,0,0
50,0,1,1,0,1,0,78901.0,734,20,4,112,0,99,0,0
45,1,0,2,0,1,0,71427.0,614,20,4,97,0,26,0,0
45,0,1,1,0,1,0,71022.0,1453,21,8,98,1,30,0,0
35,0,1,0,0,0,1,90247.0,1621,15,1,105,3,27,0,1
55,0,1,1,0,0,1,41335.0,187,12,7,109,0,24,0,0
37,1,0,1,0,1,0,71952.0,1443,22,4,111,2,93,0,0
53,0,1,1,0,0,1,35682.0,57,6,2,103,0,34,0,0
72,0,1,1,0,1,0,43185.0,637,20,8,111,0,88,0,0
75,1,0,1,0,0,1,66375.0,948,14,7,110,1,96,0,0
52,1,0,1,0,0,1,35178.0,59,5,7,111,1,10,0,1
37,1,0,1,0,1,0,25252.0,18,4,8,109,0,26,0,0
58,0,1,1,0,0,1,55250.0,903,26,5,123,0,49,0,0
48,0,1,1,0,1,0,33249.0,112,8,6,119,0,11,0,0
70,1,0,0,0,1,0,58398.0,596,20,4,116,0,44,0,0
41,1,0,1,0,1,0,50272.0,233,13,7,114,0,75,0,0
48,1,0,0,0,0,1,76618.0,1511,11,1,126,0,64,0,0
63,0,1,0,0,0,1,87305.0,1152,17,2,124,1,19,0,1
45,1,0,1,0,1,0,25851.0,48,7,7,110,0,45,0,0
53,0,1,1,0,1,0,58710.0,1185,31,6,118,0,77,0,0
65,0,1,2,0,1,0,45160.0,21,4,7,106,0,9,0,0
58,1,0,1,0,0,1,74806.0,965,16,4,121,0,1,0,0
69,1,0,0,0,1,0,59111.0,869,21,7,119,0,90,0,0
39,1,0,1,0,0,1,18988.0,16,6,7,104,0,43,0,0
58,1,0,0,0,1,0,72190.0,1947,16,3,119,0,79,0,0
47,1,0,1,0,1,0,7500.0,71,12,9,132,1,19,0,1
57,1,0,1,0,1,0,44794.0,65,6,6,101,0,99,0,0
68,1,0,0,0,1,0,80395.0,1380,24,2,110,1,62,0,0
47,0,1,0,0,0,1,75012.0,1027,23,1,108,0,41,0,0
58,1,0,3,0,0,1,56962.0,411,21,7,110,0,60,0,0
32,1,0,0,0,1,0,89891.0,836,26,4,117,1,17,0,0
74,0,1,2,0,0,1,35946.0,11,4,5,112,0,24,0,0
70,1,0,2,0,0,1,53593.0,480,23,8,126,0,60,0,0
45,1,0,2,0,1,0,66373.0,606,23,3,109,0,57,0,0
75,0,1,3,0,0,1,45072.0,284,16,8,111,0,74,0,0
50,0,1,2,0,1,0,89694.0,1472,14,5,112,3,22,0,0
74,1,0,0,0,1,0,72025.0,1677,26,2,105,3,46,0,1
50,1,0,1,0,1,0,67432.0,1335,19,4,118,0,69,0,0
71,1,0,1,0,0,1,70545.0,334,13,2,106,0,29,0,0
34,1,0,1,1,0,0,17487.0,18,4,7,118,0,37,0,0
54,1,0,1,0,1,0,62882.0,1338,20,4,124,0,26,0,0
70,0,1,1,0,0,1,64108.0,1099,30,5,118,0,8,0,0
67,1,0,2,0,0,1,34941.0,97,8,8,115,0,26,0,0
73,0,1,3,0,0,1,48767.0,63,9,5,108,0,79,0,0
45,1,0,1,0,0,1,38702.0,109,9,6,120,0,71,0,0
59,1,0,0,0,1,0,82224.0,902,21,3,108,1,83,0,0
71,1,0,0,0,1,0,83844.0,1574,20,1,109,1,57,0,0
48,1,0,1,0,0,1,17003.0,38,9,5,112,0,37,0,0
28,0,1,0,0,1,0,71163.0,960,24,1,100,0,30,0,0
53,0,1,1,0,1,0,33697.0,28,4,7,112,1,34,0,0
69,1,0,0,0,0,1,63564.0,1215,28,6,108,1,0,0,1
51,1,0,0,0,0,1,83443.0,1497,22,2,109,0,89,0,0
65,1,0,1,0,0,1,51518.0,449,17,3,118,0,92,0,0
48,0,1,1,0,1,0,58330.0,1064,24,4,109,0,87,0,0
54,1,0,0,0,1,0,80952.0,1757,25,8,119,3,20,0,1
44,1,0,0,0,1,0,75507.0,1440,21,3,107,0,56,0,0
45,1,0,0,0,0,1,63855.0,1006,24,4,112,0,28,0,0
51,1,0,1,0,0,1,62220.0,1226,23,6,122,0,55,0,1
59,1,0,1,0,1,0,58512.0,1171,20,8,112,0,25,0,0
44,1,0,1,0,0,1,40662.0,92,8,4,118,0,0,0,0
64,1,0,1,0,0,1,38829.0,99,8,5,103,0,86,0,0
42,1,0,1,0,0,1,35523.0,66,8,7,118,0,8,0,0
56,0,1,2,0,1,0,79146.0,564,19,6,105,0,33,0,0
35,1,0,0,0,0,1,78285.0,1427,21,3,111,0,13,0,0
45,0,1,1,0,0,1,31626.0,86,6,7,111,1,12,0,1
71,0,1,0,0,1,0,75127.0,833,19,1,104,0,92,0,0
68,1,0,1,0,1,0,48726.0,242,12,6,117,0,90,0,0
46,1,0,0,0,1,0,74985.0,1869,17,2,122,0,8,0,0
36,1,0,0,0,1,0,67430.0,1364,29,6,128,0,6,0,0
58,1,0,1,0,0,1,46891.0,183,8,4,120,0,91,0,0
67,1,0,1,0,0,1,62058.0,450,18,6,116,0,52,0,0
44,1,0,1,0,1,0,72063.0,758,21,2,118,0,3,0,0
72,1,0,0,0,0,1,78939.0,1507,20,3,109,0,57,0,0
58,0,1,2,0,1,0,42720.0,654,25,8,117,0,9,0,1
51,1,0,2,0,1,0,33622.0,81,9,7,117,0,22,0,0
66,1,0,1,0,0,1,6835.0,137,1,20,125,0,76,0,0
70,1,0,2,0,1,0,41452.0,16,4,7,115,0,86,0,0
58,0,1,1,0,0,1,40760.0,93,8,6,113,0,64,0,0
65,1,0,0,0,0,1,74250.0,1158,18,1,108,0,90,0,0
68,0,1,2,0,0,1,51124.0,43,6,3,109,0,79,0,0
52,0,1,1,0,1,0,72258.0,1525,22,2,109,0,28,0,0
49,0,1,0,0,0,1,71466.0,1230,19,1,104,0,86,0,0
47,1,0,2,0,1,0,36283.0,29,6,4,105,0,42,0,0
53,0,1,1,0,1,0,20587.0,25,5,7,98,0,39,0,0
51,1,0,1,0,1,0,30467.0,24,4,7,106,0,8,0,0
51,1,0,1,0,1,0,31590.0,38,5,8,115,0,40,0,0
37,1,0,1,1,0,0,20425.0,57,7,7,123,0,5,0,0
63,1,0,2,0,0,1,17144.0,47,12,7,107,0,96,0,0
55,0,1,1,0,0,1,42564.0,813,24,7,119,1,28,0,1
45,1,0,1,0,0,1,43783.0,629,22,7,104,1,22,0,0
47,0,1,1,0,1,0,40780.0,377,17,9,125,0,30,0,0
78,1,0,0,0,0,1,62847.0,1612,14,2,120,0,45,0,0
66,1,0,0,0,0,1,82017.0,729,17,2,126,3,58,0,1
73,0,1,0,0,1,0,16813.0,50,6,7,114,1,49,0,0
45,1,0,2,0,1,0,51267.0,270,15,4,111,0,37,0,0
62,0,1,1,0,1,0,46524.0,177,9,3,116,0,70,0,0
61,0,1,0,0,0,1,45183.0,315,13,7,120,1,33,0,0
69,1,0,1,0,0,1,70421.0,767,23,6,103,0,98,0,0
58,0,1,1,0,0,1,60161.0,1071,26,8,123,0,17,0,0
50,1,0,0,0,1,0,73926.0,1580,24,3,119,0,54,0,0
55,1,0,1,0,1,0,19329.0,60,10,8,109,0,39,0,0
53,1,0,1,0,0,1,61872.0,573,21,4,109,0,81,0,0
67,0,1,2,0,1,0,46984.0,41,5,5,118,0,71,0,0
72,1,0,2,0,1,0,34838.0,170,10,6,120,0,62,0,0
79,0,1,0,0,0,1,82716.0,1167,28,2,116,0,8,0,0
65,1,0,0,0,1,0,48192.0,1526,25,8,115,3,76,0,1
47,1,0,2,0,0,1,49681.0,458,21,7,117,0,66,0,0
